"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj011",1,1,"ink_naming_cong","red","red",1095,"211.121.154.38",-51.7197181703523,-118.077929494902,"Chrome","Windows","699x94","Desktop","Agent1086",9068,0,0
"subj011",1,2,"ink_naming_cong","green","green",1029,"193.230.62.98",52.8454897832125,-132.041404601187,"Chrome","Windows","417x552","Desktop","Agent5273",3652,0,0
"subj011",1,3,"word_reading_incong","blue","blue",724,"199.96.83.119",-77.6109778974205,-96.7065593786538,"Chrome","Windows","14x454","Desktop","Agent9958",3821,0,0
"subj011",1,4,"ink_naming_cong","blue","blue",1147,"201.253.184.110",74.2211130447686,-119.331231387332,"Chrome","Windows","415x606","Desktop","Agent8449",1622,0,0
"subj011",1,5,"ink_naming_cong","blue","blue",935,"222.18.255.132",31.5031791385263,-80.312685649842,"Chrome","Windows","299x43","Desktop","Agent1579",5618,0,0
"subj011",1,6,"word_reading_cong","blue","blue",639,"220.49.84.21",-49.2245406797156,-162.593791605905,"Chrome","Windows","744x384","Desktop","Agent2203",8171,0,0
"subj011",1,7,"word_reading_cong","red","red",723,"198.71.238.140",41.5063740173355,-31.2974413018674,"Chrome","Windows","577x561","Desktop","Agent6413",1210,0,0
"subj011",1,8,"ink_naming_incong","green","green",1129,"199.78.191.110",-81.1356973042712,-159.985886067152,"Chrome","Windows","18x681","Desktop","Agent4270",9437,0,0
"subj011",1,9,"word_reading_cong","yellow","yellow",652,"221.185.125.242",76.8554416112602,-89.1872925125062,"Chrome","Windows","92x392","Desktop","Agent6456",8676,0,0
"subj011",1,10,"word_reading_incong","red","red",530,"218.78.121.172",49.7164353914559,-117.443440966308,"Chrome","Windows","548x248","Desktop","Agent7850",4414,0,0
"subj011",1,11,"ink_naming_incong","blue","blue",1155,"223.201.245.214",-67.9715373320505,50.3557580988854,"Chrome","Windows","813x45","Desktop","Agent2686",72,0,0
"subj011",1,12,"word_reading_cong","green","green",750,"206.2.52.213",54.5204340526834,-95.011427924037,"Chrome","Windows","585x574","Desktop","Agent4436",4834,0,0
"subj011",1,13,"ink_naming_cong","green","green",1196,"210.94.160.185",23.3698301156983,-41.5995765477419,"Chrome","Windows","770x228","Desktop","Agent5114",8913,0,0
"subj011",1,14,"ink_naming_cong","yellow","yellow",877,"208.255.185.50",54.5807405048981,-157.447691895068,"Chrome","Windows","715x465","Desktop","Agent1850",909,0,0
"subj011",1,15,"ink_naming_cong","yellow","yellow",729,"222.220.151.224",54.2718946142122,112.609842577949,"Chrome","Windows","851x110","Desktop","Agent1813",8904,0,0
"subj011",1,16,"ink_naming_cong","green","green",969,"208.22.254.82",-61.4238344645128,15.0187044963241,"Chrome","Windows","45x132","Desktop","Agent2110",5296,0,0
