"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj026",1,1,"word_reading_incong","green","green",608,"192.16.186.81",32.9942648531869,114.065209021792,"Chrome","Windows","881x163","Desktop","Agent3496",6847,0,0
"subj026",1,2,"ink_naming_incong","red","red",1252,"199.23.62.171",68.295760913752,-143.082648189738,"Chrome","Windows","196x433","Desktop","Agent4203",6199,0,0
"subj026",1,3,"word_reading_cong","red","red",644,"219.34.132.198",14.4084052182734,-96.1293873935938,"Chrome","Windows","590x575","Desktop","Agent5400",3013,0,0
"subj026",1,4,"ink_naming_cong","green","green",924,"214.233.75.68",-55.2191436756402,-112.729129716754,"Chrome","Windows","32x82","Desktop","Agent3303",3344,0,0
"subj026",1,5,"word_reading_cong","blue","blue",673,"192.181.67.54",36.3755888817832,-113.210139395669,"Chrome","Windows","986x667","Desktop","Agent9826",5278,0,0
"subj026",1,6,"word_reading_incong","blue","green",812,"194.95.144.149",-30.6339296372607,54.4406880810857,"Chrome","Windows","637x710","Desktop","Agent7863",1242,0,0
"subj026",1,7,"word_reading_cong","green","green",730,"193.166.95.227",-45.66126761958,115.573295708746,"Chrome","Windows","105x245","Desktop","Agent4822",2240,0,0
"subj026",1,8,"ink_naming_incong","red","red",1178,"216.64.11.54",79.0851812856272,-167.96700543724,"Chrome","Windows","518x74","Desktop","Agent6286",9441,0,0
"subj026",1,9,"ink_naming_incong","yellow","yellow",1180,"212.226.75.130",1.71725226100534,-6.53203533031046,"Chrome","Windows","122x373","Desktop","Agent6915",3654,0,0
"subj026",1,10,"word_reading_incong","green","green",747,"221.43.218.215",10.7316945819184,98.9754378050566,"Chrome","Windows","136x58","Desktop","Agent9117",83,0,0
"subj026",1,11,"ink_naming_cong","green","green",1014,"213.129.140.149",-52.4113121861592,137.492343485355,"Chrome","Windows","482x116","Desktop","Agent9476",8559,0,0
"subj026",1,12,"word_reading_cong","red","red",614,"221.22.16.179",-10.6857125507668,59.8716131597757,"Chrome","Windows","974x387","Desktop","Agent1377",6025,0,0
