"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj004",1,1,"ink_naming_incong","red","red",1127,"214.255.117.51",75.7743796985596,-108.423620313406,"Chrome","Windows","170x658","Desktop","Agent2918",7769,0,0
"subj004",1,2,"word_reading_incong","blue","blue",670,"194.106.174.226",-24.6840611938387,-39.8269361257553,"Chrome","Windows","501x745","Desktop","Agent8241",9725,0,0
"subj004",1,3,"word_reading_cong","green","green",733,"213.154.63.216",13.8866871921346,-6.3533560372889,"Chrome","Windows","879x267","Desktop","Agent2590",7777,0,0
"subj004",1,4,"ink_naming_cong","red","red",934,"207.164.227.34",-29.9687165720388,-21.3271878473461,"Chrome","Windows","951x514","Desktop","Agent8371",417,0,0
"subj004",1,5,"ink_naming_cong","yellow","yellow",941,"202.55.228.229",78.6503497324884,19.4039599969983,"Chrome","Windows","749x652","Desktop","Agent4272",1891,0,0
"subj004",1,6,"word_reading_cong","green","green",587,"195.82.139.224",-69.5044502103701,-95.8662803750485,"Chrome","Windows","540x620","Desktop","Agent7778",5443,0,0
"subj004",1,7,"ink_naming_cong","blue","blue",871,"223.224.145.164",77.8966642543674,-117.545712841675,"Chrome","Windows","722x145","Desktop","Agent1310",7073,0,0
"subj004",1,8,"word_reading_incong","red",NA,NA,"217.191.166.8",75.3159975539893,-164.110869811848,"Chrome","Windows","907x710","Desktop","Agent2376",4850,0,0
"subj004",1,9,"ink_naming_incong","green","green",1152,"209.251.91.167",-78.5095242038369,-148.476211186498,"Chrome","Windows","275x745","Desktop","Agent9429",8160,0,0
"subj004",1,10,"ink_naming_cong","yellow","yellow",927,"205.204.151.80",41.1795147880912,-61.4078171085566,"Chrome","Windows","91x705","Desktop","Agent1482",4061,0,0
"subj004",1,11,"word_reading_incong","green","green",707,"209.47.63.110",-2.74220366030931,15.2825264912099,"Chrome","Windows","198x657","Desktop","Agent6804",4672,0,0
"subj004",1,12,"ink_naming_incong","red","red",1188,"198.4.252.244",60.7265309477225,-9.17483230121434,"Chrome","Windows","376x160","Desktop","Agent5516",5078,0,0
"subj004",1,13,"word_reading_cong","yellow","yellow",712,"223.4.138.177",71.6822419082746,-77.1673323959112,"Chrome","Windows","409x44","Desktop","Agent3179",6029,0,0
"subj004",1,14,"word_reading_cong","red","red",697,"192.97.124.49",6.11262136604637,-72.4258346948773,"Chrome","Windows","123x237","Desktop","Agent5138",5689,0,0
"subj004",1,15,"ink_naming_incong","blue","blue",1214,"216.198.242.39",-68.0274283653125,65.1331938710064,"Chrome","Windows","375x340","Desktop","Agent8526",4574,0,0
"subj004",1,16,"word_reading_cong","red","red",629,"212.110.90.73",-36.3433564407751,-74.5095702074468,"Chrome","Windows","595x329","Desktop","Agent2563",7171,0,0
