"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj024",1,1,"word_reading_cong","red","red",725,"197.9.47.110",70.5812553316355,-90.4727056436241,"Chrome","Windows","352x191","Desktop","Agent3362",2836,0,0
"subj024",1,2,"ink_naming_cong","green","green",1035,"197.212.176.145",44.0008048061281,142.202108893543,"Chrome","Windows","596x146","Desktop","Agent6154",8776,0,0
"subj024",1,3,"ink_naming_cong","yellow","yellow",896,"207.238.136.164",-23.1947911251336,-28.5645283106714,"Chrome","Windows","211x300","Desktop","Agent3991",6907,0,0
"subj024",1,4,"word_reading_incong","yellow","yellow",785,"220.26.209.136",11.9897533720359,165.38313684985,"Chrome","Windows","52x449","Desktop","Agent4091",1106,0,0
"subj024",1,5,"word_reading_cong","red","red",516,"212.224.136.172",-45.0862582912669,156.26977792941,"Chrome","Windows","99x45","Desktop","Agent3744",2630,0,0
"subj024",1,6,"ink_naming_cong","yellow","yellow",914,"207.78.97.219",-42.2093679662794,81.3889856357127,"Chrome","Windows","587x597","Desktop","Agent1946",992,0,0
"subj024",1,7,"word_reading_cong","blue","blue",554,"199.75.129.154",76.4059255924076,46.0937424749136,"Chrome","Windows","758x594","Desktop","Agent8283",9059,0,0
"subj024",1,8,"word_reading_cong","blue","blue",572,"200.2.240.255",-88.7123159179464,144.786856658757,"Chrome","Windows","923x636","Desktop","Agent3007",3829,0,0
"subj024",1,9,"word_reading_cong","yellow","yellow",741,"206.9.138.43",-11.5833525639027,-24.3697981629521,"Chrome","Windows","618x664","Desktop","Agent3586",9264,0,0
"subj024",1,10,"word_reading_cong","green","green",637,"193.165.203.239",70.4865829925984,-135.011473735794,"Chrome","Windows","975x385","Desktop","Agent3056",337,0,0
"subj024",1,11,"word_reading_incong","blue","blue",760,"213.154.34.127",-14.2123682610691,167.738965954632,"Chrome","Windows","57x631","Desktop","Agent3341",3637,0,0
"subj024",1,12,"word_reading_incong","red","red",695,"210.201.248.250",-17.1409354079515,26.0912259109318,"Chrome","Windows","394x185","Desktop","Agent2285",3253,0,0
"subj024",1,13,"ink_naming_incong","blue","blue",1082,"197.128.234.96",-21.4982209168375,17.4640593677759,"Chrome","Windows","317x321","Desktop","Agent4805",8902,0,0
"subj024",1,14,"word_reading_cong","blue","blue",670,"220.50.146.202",-66.340174516663,-115.64944261685,"Chrome","Windows","974x87","Desktop","Agent4439",4760,0,0
"subj024",1,15,"ink_naming_cong","blue","blue",992,"203.176.158.239",-23.4026004653424,-38.3844943251461,"Chrome","Windows","831x6","Desktop","Agent8797",5573,0,0
"subj024",1,16,"word_reading_incong","blue","blue",591,"220.52.236.125",23.5783890914172,-169.435415379703,"Chrome","Windows","854x688","Desktop","Agent8067",256,0,0
"subj024",1,17,"word_reading_cong","red","red",760,"204.189.133.147",-57.8388689970598,28.1426977179945,"Chrome","Windows","104x286","Desktop","Agent4770",6394,0,0
"subj024",1,18,"word_reading_cong","green","green",691,"215.235.197.221",-55.7894028536975,-110.740546323359,"Chrome","Windows","478x760","Desktop","Agent3851",3443,0,0
"subj024",1,19,"ink_naming_cong","blue","blue",977,"223.206.166.104",54.8965254379436,-46.1223991122097,"Chrome","Windows","1016x52","Desktop","Agent7550",4808,0,0
"subj024",1,20,"word_reading_incong","blue","blue",604,"193.241.204.151",7.87799836602062,-173.857074156404,"Chrome","Windows","282x583","Desktop","Agent5854",5491,0,0
"subj024",1,21,"ink_naming_cong","red","red",1117,"201.131.208.9",34.1088791470975,-101.639647521079,"Chrome","Windows","967x380","Desktop","Agent4641",2886,0,0
"subj024",1,22,"ink_naming_incong","green","green",1004,"216.201.61.155",-53.4095178963616,117.993490202352,"Chrome","Windows","960x405","Desktop","Agent6420",9220,0,0
"subj024",1,23,"word_reading_cong","blue","blue",769,"204.237.230.204",87.1150154806674,88.5784314852208,"Chrome","Windows","565x61","Desktop","Agent5442",2252,0,0
"subj024",1,24,"word_reading_cong","red","red",607,"213.124.189.76",-57.8297421522439,-147.682002475485,"Chrome","Windows","388x638","Desktop","Agent2462",8010,0,0
"subj024",1,25,"ink_naming_cong","blue","blue",1047,"205.67.3.86",82.6983798947185,-101.590044172481,"Chrome","Windows","677x695","Desktop","Agent1394",8973,0,0
"subj024",1,26,"ink_naming_incong","red","red",1045,"208.228.18.193",43.7692307168618,-36.9034821912646,"Chrome","Windows","648x76","Desktop","Agent3775",6636,0,0
"subj024",1,27,"ink_naming_incong","blue","blue",973,"192.244.243.23",71.4639114774764,-27.1722009871155,"Chrome","Windows","290x711","Desktop","Agent4188",2982,0,0
"subj024",1,28,"word_reading_cong","yellow","yellow",753,"202.26.134.77",-62.9877860331908,108.453377578408,"Chrome","Windows","783x345","Desktop","Agent3870",9051,0,0
"subj024",1,29,"word_reading_cong","red","red",947,"204.61.127.197",26.538527472876,-130.48525406979,"Chrome","Windows","897x79","Desktop","Agent1232",4686,0,0
"subj024",1,30,"ink_naming_cong","red","red",1012,"193.43.168.31",-81.1808480182663,-135.758608002216,"Chrome","Windows","645x666","Desktop","Agent2383",408,0,0
"subj024",1,31,"word_reading_cong","yellow","yellow",675,"196.83.19.5",-84.6858932543546,-127.995698070154,"Chrome","Windows","979x360","Desktop","Agent2895",9445,0,0
"subj024",1,32,"ink_naming_cong","yellow","yellow",907,"198.112.105.52",-44.4502328149974,-50.3047543857247,"Chrome","Windows","95x562","Desktop","Agent6838",9403,0,0
"subj024",1,33,"word_reading_cong","red","red",582,"198.119.125.237",25.7546756509691,-40.2305482327938,"Chrome","Windows","938x510","Desktop","Agent2398",255,0,0
"subj024",1,34,"ink_naming_cong","blue","blue",923,"208.143.225.206",33.6778128286824,78.502454906702,"Chrome","Windows","972x610","Desktop","Agent3520",411,0,0
"subj024",1,35,"word_reading_cong","red","red",594,"221.111.108.169",82.743301615119,-68.7150830123574,"Chrome","Windows","875x715","Desktop","Agent1347",9303,0,0
"subj024",1,36,"word_reading_incong","blue","blue",31,"198.171.143.96",-24.1257481556386,-109.903605664149,"Chrome","Windows","178x103","Desktop","Agent1942",5193,0,0
"subj024",1,37,"word_reading_incong","green","green",597,"218.188.254.246",62.1929800277576,108.568943822756,"Chrome","Windows","703x234","Desktop","Agent8436",1323,0,0
"subj024",1,38,"ink_naming_cong","red","red",876,"193.134.145.176",-7.22070682793856,102.107090419158,"Chrome","Windows","851x238","Desktop","Agent2634",8317,0,0
"subj024",1,39,"word_reading_incong","blue","blue",730,"207.241.252.81",12.2321517253295,-28.2433637883514,"Chrome","Windows","620x735","Desktop","Agent5446",5766,0,0
"subj024",1,40,"word_reading_cong","red","red",678,"220.247.177.125",2.32226544991136,67.1933622378856,"Chrome","Windows","795x149","Desktop","Agent8695",9130,0,0
"subj024",1,41,"ink_naming_cong","yellow","yellow",1319,"216.181.138.210",-14.2372926045209,63.3294796384871,"Chrome","Windows","373x368","Desktop","Agent5817",9497,0,0
"subj024",1,42,"word_reading_incong","red","red",754,"207.236.206.111",21.1315897246823,118.939827103168,"Chrome","Windows","133x325","Desktop","Agent7837",7204,0,0
"subj024",1,43,"ink_naming_incong","green","green",1147,"195.135.182.228",71.0844396287575,123.754933672026,"Chrome","Windows","551x732","Desktop","Agent6952",2496,0,0
