"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj010",1,1,"ink_naming_incong","yellow","yellow",1173,"204.138.15.254",54.2869248334318,-44.3944412749261,"Chrome","Windows","3x356","Desktop","Agent3902",6559,0,0
"subj010",1,2,"word_reading_cong","blue",NA,NA,"200.149.140.92",-70.6243542395532,-95.3429953102022,"Chrome","Windows","497x430","Desktop","Agent3258",8743,0,0
"subj010",1,3,"ink_naming_cong","red","red",862,"198.165.244.149",27.2148135351017,86.0965176019818,"Chrome","Windows","843x222","Desktop","Agent7716",8776,0,0
"subj010",1,4,"ink_naming_incong","yellow","yellow",1107,"208.224.170.118",26.0919208964333,161.209465814754,"Chrome","Windows","298x689","Desktop","Agent5770",1882,0,0
"subj010",1,5,"ink_naming_incong","red","red",1173,"205.139.146.174",26.995555604808,155.919121848419,"Chrome","Windows","1023x663","Desktop","Agent3741",3839,0,0
"subj010",1,6,"word_reading_incong","red","red",661,"212.152.109.45",-15.8259344939142,-173.541023684666,"Chrome","Windows","837x174","Desktop","Agent5606",929,0,0
"subj010",1,7,"word_reading_cong","yellow","yellow",811,"197.81.222.2",-72.9151354171336,-70.1142388209701,"Chrome","Windows","900x559","Desktop","Agent1698",7455,0,0
"subj010",1,8,"ink_naming_incong","red","red",1101,"215.241.43.116",29.8645775858313,-65.4606535378844,"Chrome","Windows","283x698","Desktop","Agent6719",1220,0,0
"subj010",1,9,"ink_naming_cong","yellow","yellow",1073,"216.111.144.89",-56.8251983402297,-88.8986480981112,"Chrome","Windows","968x262","Desktop","Agent3718",2928,0,0
"subj010",1,10,"ink_naming_incong","red","red",1306,"199.169.248.207",64.271647464484,178.096918724477,"Chrome","Windows","872x674","Desktop","Agent2826",4429,0,0
"subj010",1,11,"ink_naming_incong","yellow","yellow",1178,"218.117.38.193",7.93273785151541,67.2838816791773,"Chrome","Windows","953x706","Desktop","Agent3140",6920,0,0
"subj010",1,12,"word_reading_cong","red","red",780,"217.87.198.65",40.0079254293814,-58.6354525946081,"Chrome","Windows","502x104","Desktop","Agent5903",9706,0,0
"subj010",1,13,"ink_naming_cong","blue","blue",907,"208.199.102.225",-67.6814784295857,56.5700920578092,"Chrome","Windows","674x119","Desktop","Agent9427",9621,0,0
"subj010",1,14,"ink_naming_cong","blue","blue",1314,"206.17.141.246",-77.3765594512224,-98.9693254698068,"Chrome","Windows","776x518","Desktop","Agent3795",739,0,0
