"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj005",1,1,"ink_naming_incong","green","green",1256,"195.0.44.205",5.90188150294125,179.729318926111,"Chrome","Windows","455x523","Desktop","Agent7773",7639,0,0
"subj005",1,2,"word_reading_cong","red","red",731,"211.203.243.210",-24.1923520155251,73.0721757374704,"Chrome","Windows","586x624","Desktop","Agent3343",8713,0,0
"subj005",1,3,"word_reading_cong","blue","blue",709,"197.92.202.144",28.7200202420354,-37.1238820720464,"Chrome","Windows","735x613","Desktop","Agent9566",8498,0,0
"subj005",1,4,"word_reading_cong","yellow","yellow",607,"214.234.205.12",84.8714420618489,-165.464727887884,"Chrome","Windows","462x585","Desktop","Agent7321",1702,0,0
"subj005",1,5,"ink_naming_incong","green","green",1167,"199.163.74.96",-8.04738237988204,55.1158903632313,"Chrome","Windows","65x639","Desktop","Agent8998",7176,0,0
"subj005",1,6,"ink_naming_incong","yellow","yellow",1211,"215.214.59.160",-61.7040602210909,15.6508447509259,"Chrome","Windows","769x235","Desktop","Agent1924",5729,0,0
"subj005",1,7,"word_reading_incong","green","green",634,"214.36.73.184",-67.5918777287006,-38.6988138500601,"Chrome","Windows","343x274","Desktop","Agent6207",6973,0,0
"subj005",1,8,"ink_naming_cong","green","green",1054,"216.194.107.61",-12.2032212512568,-141.219732156023,"Chrome","Windows","598x572","Desktop","Agent5315",2332,0,0
"subj005",1,9,"ink_naming_cong","red","red",1057,"216.15.160.134",-48.5675855493173,-104.490535128862,"Chrome","Windows","619x452","Desktop","Agent1787",6341,0,0
"subj005",1,10,"word_reading_cong","yellow","yellow",826,"198.76.183.110",-66.5391039848328,-62.4115001410246,"Chrome","Windows","635x604","Desktop","Agent2393",7888,0,0
"subj005",1,11,"word_reading_incong","yellow","yellow",732,"207.145.212.114",64.3860590178519,-86.2173406407237,"Chrome","Windows","198x710","Desktop","Agent4563",795,0,0
"subj005",1,12,"word_reading_incong","blue","blue",758,"210.73.136.167",-63.2187155121937,-160.110369985923,"Chrome","Windows","449x427","Desktop","Agent5156",2680,0,0
"subj005",1,13,"ink_naming_incong","yellow","yellow",1250,"220.159.53.225",37.0139149390161,150.226847184822,"Chrome","Windows","930x108","Desktop","Agent1583",251,0,0
"subj005",1,14,"word_reading_incong","blue","blue",850,"196.89.179.4",-65.546423625201,-161.429268233478,"Chrome","Windows","186x89","Desktop","Agent3839",3178,0,0
"subj005",1,15,"ink_naming_incong","yellow","yellow",952,"194.213.61.87",29.8567045060918,-57.1490125078708,"Chrome","Windows","78x330","Desktop","Agent1949",7900,0,0
"subj005",1,16,"ink_naming_incong","green","green",1142,"196.233.80.13",-40.8616700442508,-174.426984647289,"Chrome","Windows","339x452","Desktop","Agent7670",749,0,0
"subj005",1,17,"word_reading_cong","green","green",714,"202.100.140.40",43.353866385296,-148.067146735266,"Chrome","Windows","616x571","Desktop","Agent6695",1616,0,0
"subj005",1,18,"ink_naming_cong","blue","blue",908,"201.83.11.24",-29.2728910781443,86.8883015960455,"Chrome","Windows","809x656","Desktop","Agent5927",8184,0,0
"subj005",1,19,"ink_naming_cong","yellow","yellow",1040,"203.193.145.57",20.9973844327033,-105.050068236887,"Chrome","Windows","702x193","Desktop","Agent4090",250,0,0
"subj005",1,20,"word_reading_incong","blue","blue",628,"220.98.250.43",-57.9238271713257,170.127019956708,"Chrome","Windows","753x727","Desktop","Agent4427",1614,0,0
"subj005",1,21,"ink_naming_cong","yellow","yellow",907,"195.187.20.102",-2.47756958473474,176.436622710899,"Chrome","Windows","50x218","Desktop","Agent9739",2458,0,0
"subj005",1,22,"ink_naming_incong","yellow","green",1233,"223.217.243.88",-49.07480196096,136.197793828323,"Chrome","Windows","99x768","Desktop","Agent9089",7427,0,0
"subj005",1,23,"word_reading_cong","yellow","yellow",633,"209.171.199.197",33.1482808571309,-27.0142513979226,"Chrome","Windows","857x69","Desktop","Agent3252",961,0,0
"subj005",1,24,"ink_naming_incong","red","yellow",1249,"214.86.164.154",-20.2250885311514,-116.819800296798,"Chrome","Windows","110x137","Desktop","Agent4153",5480,0,0
"subj005",1,25,"word_reading_incong","blue","blue",690,"192.163.170.66",-17.8829699149355,-126.915002781898,"Chrome","Windows","838x277","Desktop","Agent9881",9997,0,0
"subj005",1,26,"ink_naming_incong","red","red",1065,"198.37.237.42",-60.3465333860368,-92.7561004366726,"Chrome","Windows","333x720","Desktop","Agent1939",852,0,0
"subj005",1,27,"word_reading_incong","yellow","yellow",690,"218.38.191.46",17.4897957080975,-179.956427263096,"Chrome","Windows","703x119","Desktop","Agent3177",1925,0,0
"subj005",1,28,"word_reading_incong","blue","blue",691,"204.193.181.162",78.4180136863142,140.356334438547,"Chrome","Windows","1x558","Desktop","Agent1887",5992,0,0
"subj005",1,29,"word_reading_cong","green","green",632,"212.96.107.108",50.2272700611502,-100.010893447325,"Chrome","Windows","702x39","Desktop","Agent2587",8592,0,0
"subj005",1,30,"word_reading_incong","yellow","yellow",141,"222.218.246.130",26.6369954310358,-172.017136272043,"Chrome","Windows","763x696","Desktop","Agent3990",9992,0,0
"subj005",1,31,"word_reading_incong","blue","blue",499,"199.213.201.111",43.928555524908,64.6143208723515,"Chrome","Windows","70x513","Desktop","Agent8215",7590,0,0
"subj005",1,32,"ink_naming_cong","green","green",1025,"217.77.51.163",-43.2242850121111,-78.0600816942751,"Chrome","Windows","1000x417","Desktop","Agent7571",5056,0,0
"subj005",1,33,"word_reading_incong","red","red",725,"204.204.3.209",88.0947784055024,-138.104306403548,"Chrome","Windows","583x107","Desktop","Agent9257",1863,0,0
"subj005",1,34,"word_reading_incong","yellow","yellow",686,"196.233.145.199",-24.8841653438285,-32.4160709884018,"Chrome","Windows","660x520","Desktop","Agent7450",8570,0,0
