"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj029",1,1,"ink_naming_incong","yellow","yellow",1131,"208.126.15.149",55.5193165177479,125.635913293809,"Chrome","Windows","107x456","Desktop","Agent7178",7634,0,0
"subj029",1,2,"ink_naming_cong","green","green",986,"212.120.145.101",-27.2544326959178,-116.436142819002,"Chrome","Windows","1023x261","Desktop","Agent4118",1193,0,0
"subj029",1,3,"word_reading_cong","blue","blue",645,"211.168.119.228",14.121236144565,-154.472000263631,"Chrome","Windows","133x430","Desktop","Agent6934",8255,0,0
"subj029",1,4,"ink_naming_incong","yellow","yellow",1019,"206.15.105.81",-1.94620989728719,-35.4976196028292,"Chrome","Windows","614x219","Desktop","Agent3417",6973,0,0
"subj029",1,5,"word_reading_incong","blue","red",548,"210.63.130.131",19.2292144568637,-26.3602624554187,"Chrome","Windows","216x478","Desktop","Agent2091",1508,0,0
"subj029",1,6,"ink_naming_incong","yellow","yellow",1233,"194.142.254.55",14.9529186682776,154.997945660725,"Chrome","Windows","433x98","Desktop","Agent2839",2584,0,0
"subj029",1,7,"word_reading_cong","yellow","yellow",686,"196.52.79.83",49.8256224626675,49.7703854274005,"Chrome","Windows","108x21","Desktop","Agent8969",8025,0,0
"subj029",1,8,"ink_naming_incong","yellow","yellow",1206,"193.153.56.77",-15.447380002588,38.9793478511274,"Chrome","Windows","995x275","Desktop","Agent9834",7264,0,0
"subj029",1,9,"ink_naming_incong","yellow","yellow",968,"197.177.217.165",50.2762793004513,158.444708967581,"Chrome","Windows","602x6","Desktop","Agent9669",1019,0,0
"subj029",1,10,"ink_naming_cong","red","red",872,"209.45.172.169",-22.7071110438555,-120.848648389801,"Chrome","Windows","285x157","Desktop","Agent1167",5886,0,0
"subj029",1,11,"word_reading_incong","red","red",719,"218.98.124.107",-16.1338261468336,-101.280597718433,"Chrome","Windows","483x623","Desktop","Agent7273",1567,0,0
"subj029",1,12,"word_reading_cong","blue","blue",776,"221.141.32.190",81.684223129414,-106.586109744385,"Chrome","Windows","981x421","Desktop","Agent4608",4331,0,0
"subj029",1,13,"word_reading_cong","blue",NA,NA,"210.149.184.0",-37.8127637458965,127.019576663151,"Chrome","Windows","856x119","Desktop","Agent9595",7272,0,0
"subj029",1,14,"word_reading_cong","yellow","yellow",584,"219.131.117.150",-25.8294269721955,140.606333417818,"Chrome","Windows","486x738","Desktop","Agent9204",7594,0,0
"subj029",1,15,"ink_naming_incong","yellow","yellow",1111,"220.88.22.154",-21.2439005216584,122.082588085905,"Chrome","Windows","889x627","Desktop","Agent9183",1712,0,0
"subj029",1,16,"word_reading_cong","red","red",765,"195.82.225.215",-47.1962843136862,107.040878701955,"Chrome","Windows","419x581","Desktop","Agent9421",7601,0,0
"subj029",1,17,"ink_naming_incong","green","green",1128,"212.58.149.17",-69.3156991805881,-59.3996539246291,"Chrome","Windows","39x437","Desktop","Agent3330",1306,0,0
"subj029",1,18,"ink_naming_cong","blue","blue",1094,"221.112.75.37",-53.1216251291335,56.532393945381,"Chrome","Windows","835x162","Desktop","Agent6245",1559,0,0
"subj029",1,19,"word_reading_cong","yellow","yellow",716,"213.73.46.249",76.8168112216517,-89.3064398411661,"Chrome","Windows","590x383","Desktop","Agent5734",1046,0,0
"subj029",1,20,"word_reading_cong","green","green",769,"218.51.212.161",37.9644727567211,-113.937328839675,"Chrome","Windows","305x546","Desktop","Agent1896",6043,0,0
