"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj027",1,1,"word_reading_cong","red","red",651,"199.141.169.34",87.3256164556369,-7.97746050171554,"Chrome","Windows","563x167","Desktop","Agent1661",5105,0,0
"subj027",1,2,"ink_naming_cong","yellow","yellow",1090,"192.69.11.150",-18.0682283313945,-114.036704516038,"Chrome","Windows","201x113","Desktop","Agent4714",4324,0,0
"subj027",1,3,"word_reading_incong","blue","blue",925,"209.116.167.218",-54.9018822284415,-35.7299816329032,"Chrome","Windows","938x257","Desktop","Agent4421",3538,0,0
"subj027",1,4,"ink_naming_cong","yellow","yellow",983,"196.237.212.46",36.4572362881154,94.584792573005,"Chrome","Windows","704x60","Desktop","Agent9258",7279,0,0
"subj027",1,5,"word_reading_incong","yellow","yellow",698,"214.85.49.22",-84.0492257662117,-45.4694603383541,"Chrome","Windows","10x710","Desktop","Agent7151",5329,0,0
"subj027",1,6,"ink_naming_incong","green","green",1250,"223.59.51.233",84.1751364106312,153.119538277388,"Chrome","Windows","848x171","Desktop","Agent3032",1632,0,0
"subj027",1,7,"ink_naming_incong","red","red",1020,"208.190.219.19",-84.3857948016375,50.3914282936603,"Chrome","Windows","980x31","Desktop","Agent8033",3490,0,0
"subj027",1,8,"word_reading_incong","blue","blue",2506,"211.121.208.2",77.9703964618966,12.5754142552614,"Chrome","Windows","830x694","Desktop","Agent1627",3900,0,0
"subj027",1,9,"word_reading_cong","blue","blue",25,"201.25.10.29",53.4643004229292,-172.073294604197,"Chrome","Windows","856x408","Desktop","Agent9795",4429,0,0
"subj027",1,10,"word_reading_incong","yellow","yellow",679,"192.189.110.60",-9.51737771742046,161.161541361362,"Chrome","Windows","905x507","Desktop","Agent2189",8682,0,0
"subj027",1,11,"word_reading_cong","red","red",618,"214.199.152.114",57.3940836824477,124.066134458408,"Chrome","Windows","695x337","Desktop","Agent4549",2494,0,0
"subj027",1,12,"ink_naming_cong","red","red",838,"192.175.28.204",2.48053937684745,118.674283297732,"Chrome","Windows","537x367","Desktop","Agent9323",853,0,0
"subj027",1,13,"word_reading_cong","blue","blue",800,"222.58.91.154",16.8991436949,133.717837035656,"Chrome","Windows","705x753","Desktop","Agent7074",758,0,0
"subj027",1,14,"word_reading_cong","red","red",661,"210.36.44.62",-57.9756151372567,33.1871842034161,"Chrome","Windows","901x664","Desktop","Agent6742",3228,0,0
"subj027",1,15,"ink_naming_incong","red","red",1312,"211.59.91.48",38.2198434462771,144.079325543717,"Chrome","Windows","706x6","Desktop","Agent9916",4291,0,0
"subj027",1,16,"ink_naming_cong","yellow","yellow",1113,"193.103.49.85",66.570854508318,124.420028049499,"Chrome","Windows","312x148","Desktop","Agent3656",2588,0,0
"subj027",1,17,"ink_naming_cong","green","green",955,"199.99.187.77",-38.2114739483222,52.3993389308453,"Chrome","Windows","480x138","Desktop","Agent6076",7034,0,0
"subj027",1,18,"word_reading_incong","green","red",745,"213.133.141.183",-88.5566523252055,-153.041539471596,"Chrome","Windows","876x105","Desktop","Agent6945",6105,0,0
"subj027",1,19,"ink_naming_incong","red","red",1120,"221.9.6.14",-85.7964738411829,-157.301325509325,"Chrome","Windows","820x229","Desktop","Agent3697",9530,0,0
"subj027",1,20,"ink_naming_cong","red","red",1007,"219.47.111.81",-71.7968453234062,-67.4461654666811,"Chrome","Windows","699x574","Desktop","Agent9320",1055,0,0
"subj027",1,21,"ink_naming_cong","yellow","yellow",1136,"219.144.98.198",-79.9043353786692,-0.982775297015905,"Chrome","Windows","174x408","Desktop","Agent6502",8775,0,0
"subj027",1,22,"ink_naming_cong","yellow","yellow",919,"218.57.119.238",3.52003518026322,-67.3217722401023,"Chrome","Windows","136x117","Desktop","Agent4370",5395,0,0
"subj027",1,23,"word_reading_cong","red","red",675,"220.222.168.77",45.047630709596,-170.640864567831,"Chrome","Windows","984x750","Desktop","Agent9844",4743,0,0
"subj027",1,24,"word_reading_cong","green","green",567,"198.92.241.132",-41.377075323835,41.3164041750133,"Chrome","Windows","621x74","Desktop","Agent3856",3254,0,0
"subj027",1,25,"word_reading_incong","blue","blue",930,"194.90.84.239",34.9031582241878,127.703420352191,"Chrome","Windows","780x411","Desktop","Agent5414",632,0,0
"subj027",1,26,"word_reading_incong","green","green",768,"212.102.89.22",-60.3497321298346,-81.7153701558709,"Chrome","Windows","158x725","Desktop","Agent3050",8079,0,0
