"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj018",1,1,"ink_naming_incong","red","yellow",1306,"201.222.7.16",-78.6634616693482,150.640638610348,"Chrome","Windows","247x394","Desktop","Agent1667",3058,0,0
"subj018",1,2,"word_reading_cong","yellow","yellow",619,"223.190.0.96",67.1786980563775,-98.843735139817,"Chrome","Windows","155x233","Desktop","Agent4138",8499,0,0
"subj018",1,3,"ink_naming_cong","yellow","yellow",1022,"204.68.63.185",67.32048695907,144.616490537301,"Chrome","Windows","866x742","Desktop","Agent5437",1585,0,0
"subj018",1,4,"ink_naming_incong","green","green",1215,"207.163.128.232",24.4909104192629,-17.8575620613992,"Chrome","Windows","400x364","Desktop","Agent7856",219,0,0
"subj018",1,5,"ink_naming_incong","yellow","yellow",1132,"207.203.203.213",-86.8059896724299,-38.1556061748415,"Chrome","Windows","547x2","Desktop","Agent2751",83,0,0
"subj018",1,6,"ink_naming_cong","blue","blue",1162,"204.177.244.93",13.5254727629945,113.293152591214,"Chrome","Windows","161x331","Desktop","Agent3158",9769,0,0
"subj018",1,7,"ink_naming_cong","yellow","green",1143,"210.219.144.94",16.4824684755877,6.67569067329168,"Chrome","Windows","471x621","Desktop","Agent2037",9988,0,0
"subj018",1,8,"word_reading_cong","red","red",796,"193.100.231.27",70.0942901847884,-62.6003559865057,"Chrome","Windows","1022x560","Desktop","Agent6689",1823,0,0
"subj018",1,9,"ink_naming_incong","green","green",1175,"221.195.156.101",14.7107090754434,-68.1070455908775,"Chrome","Windows","958x94","Desktop","Agent2198",4206,0,0
"subj018",1,10,"word_reading_cong","red","red",674,"221.254.121.72",-46.3590598432347,32.4534906540066,"Chrome","Windows","664x649","Desktop","Agent6357",6313,0,0
"subj018",1,11,"word_reading_incong","green","green",735,"221.198.130.167",-8.64038149360567,-21.1953952442855,"Chrome","Windows","671x517","Desktop","Agent6700",3555,0,0
"subj018",1,12,"word_reading_incong","red","red",863,"210.184.2.241",-49.0709531586617,166.045851269737,"Chrome","Windows","646x555","Desktop","Agent8789",1305,0,0
"subj018",1,13,"word_reading_incong","yellow","yellow",434,"222.14.174.131",46.2339694099501,94.1881654411554,"Chrome","Windows","455x217","Desktop","Agent7724",6215,0,0
"subj018",1,14,"ink_naming_incong","yellow","yellow",1113,"197.109.252.93",47.4885749816895,-18.4910725895315,"Chrome","Windows","490x316","Desktop","Agent6751",2101,0,0
"subj018",1,15,"word_reading_incong","yellow","yellow",754,"195.230.247.123",60.7059586979449,99.1416776832193,"Chrome","Windows","2x494","Desktop","Agent4613",5498,0,0
"subj018",1,16,"ink_naming_incong","red","red",1299,"223.11.95.97",28.1815771758556,56.7761789169163,"Chrome","Windows","236x744","Desktop","Agent3981",5804,0,0
"subj018",1,17,"ink_naming_incong","red","red",980,"219.97.165.10",-51.770979585126,53.4876448195428,"Chrome","Windows","855x468","Desktop","Agent1301",2906,0,0
"subj018",1,18,"ink_naming_cong","red",NA,NA,"193.155.240.232",0.582284443080425,-1.42630998976529,"Chrome","Windows","28x458","Desktop","Agent6385",1064,0,0
"subj018",1,19,"ink_naming_cong","blue","blue",958,"217.122.30.114",89.8490676563233,-95.3982184734195,"Chrome","Windows","830x108","Desktop","Agent4152",4731,0,0
"subj018",1,20,"ink_naming_cong","green","green",936,"197.176.191.219",39.7885645274073,154.953882079571,"Chrome","Windows","4x118","Desktop","Agent9426",2587,0,0
"subj018",1,21,"word_reading_cong","red","red",801,"209.90.224.12",-82.2425953438506,97.1909742895514,"Chrome","Windows","470x439","Desktop","Agent8440",1851,0,0
"subj018",1,22,"word_reading_cong","red","red",772,"201.112.216.223",73.3037541434169,55.1864977553487,"Chrome","Windows","172x546","Desktop","Agent1673",8772,0,0
