"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj001",1,1,"word_reading_cong","green","green",736,"220.8.152.55",-66.6304246522486,-0.849426761269569,"Chrome","Windows","231x533","Desktop","Agent8271",1794,0,0
"subj001",1,2,"word_reading_cong","green","green",634,"192.204.43.94",69.1194252669811,99.4486484583467,"Chrome","Windows","504x44","Desktop","Agent2871",6919,0,0
"subj001",1,3,"word_reading_cong","green","green",786,"218.77.18.179",88.4372270107269,-29.1028846241534,"Chrome","Windows","67x141","Desktop","Agent9981",8913,0,0
"subj001",1,4,"ink_naming_incong","red","red",1265,"216.47.65.73",65.1537784840912,29.8877358622849,"Chrome","Windows","478x574","Desktop","Agent6464",1512,0,0
"subj001",1,5,"word_reading_cong","red",NA,NA,"199.68.43.82",63.4051292063668,-71.800551507622,"Chrome","Windows","872x366","Desktop","Agent6966",5779,0,0
"subj001",1,6,"ink_naming_incong","green",NA,NA,"216.89.102.95",-22.0655507035553,-127.056299541146,"Chrome","Windows","896x747","Desktop","Agent6226",5078,0,0
"subj001",1,7,"ink_naming_incong","blue","blue",1142,"223.204.212.132",21.073769973591,-80.8005964010954,"Chrome","Windows","631x591","Desktop","Agent7227",8801,0,0
"subj001",1,8,"ink_naming_incong","green","green",1366,"192.77.17.128",3.30163065344095,-106.931072417647,"Chrome","Windows","599x249","Desktop","Agent2951",5634,0,0
"subj001",1,9,"word_reading_cong","blue","blue",728,"219.199.73.75",-83.3527422090992,-98.929656855762,"Chrome","Windows","354x466","Desktop","Agent5237",3926,0,0
"subj001",1,10,"ink_naming_cong","red","red",984,"215.70.50.145",43.745838208124,7.18556242994964,"Chrome","Windows","448x361","Desktop","Agent8771",4532,0,0
"subj001",1,11,"word_reading_incong","yellow","yellow",469,"199.226.113.133",61.6371307661757,151.424340773374,"Chrome","Windows","465x600","Desktop","Agent4709",3488,0,0
"subj001",1,12,"ink_naming_incong","blue","blue",993,"222.58.111.63",-81.1592429084703,29.3256192840636,"Chrome","Windows","907x16","Desktop","Agent8904",5024,0,0
"subj001",1,13,"ink_naming_incong","blue","blue",1142,"218.63.46.242",70.7920573884621,-85.859784828499,"Chrome","Windows","583x346","Desktop","Agent7693",5564,0,0
"subj001",1,14,"ink_naming_cong","blue","blue",4602,"203.44.46.206",-21.9280584901571,-45.3710172325373,"Chrome","Windows","28x730","Desktop","Agent8988",4731,0,0
"subj001",1,15,"ink_naming_incong","yellow","yellow",1178,"199.56.130.94",35.2015742613003,22.8740052133799,"Chrome","Windows","181x724","Desktop","Agent2453",319,0,0
"subj001",1,16,"word_reading_cong","red","red",782,"207.45.197.177",39.1160452505574,-122.577925957739,"Chrome","Windows","881x444","Desktop","Agent3138",1314,0,0
"subj001",1,17,"word_reading_incong","yellow","yellow",701,"201.76.175.215",32.8544904151931,61.4888422843069,"Chrome","Windows","896x397","Desktop","Agent2463",5700,0,0
"subj001",1,18,"ink_naming_cong","red","red",1121,"206.125.182.169",-35.9268559003249,-173.423202876002,"Chrome","Windows","162x55","Desktop","Agent1668",4680,0,0
"subj001",1,19,"word_reading_cong","red","red",608,"201.184.117.160",-35.5278271017596,-175.54023373872,"Chrome","Windows","693x457","Desktop","Agent1366",2435,0,0
"subj001",1,20,"word_reading_cong","green","green",579,"215.116.171.121",-4.30012830533087,59.2802978865802,"Chrome","Windows","454x617","Desktop","Agent1182",7337,0,0
"subj001",1,21,"ink_naming_cong","green","green",877,"199.172.30.93",-81.2731528887525,-105.997059093788,"Chrome","Windows","822x226","Desktop","Agent1957",200,0,0
"subj001",1,22,"word_reading_incong","red","red",794,"219.237.174.28",-1.50843239855021,-41.7984594125301,"Chrome","Windows","588x550","Desktop","Agent5101",807,0,0
"subj001",1,23,"ink_naming_cong","red",NA,NA,"199.209.179.189",15.9524502698332,-122.578692650422,"Chrome","Windows","269x172","Desktop","Agent6930",3624,0,0
"subj001",1,24,"ink_naming_cong","green","blue",1079,"193.147.96.5",-47.764920881018,75.078890779987,"Chrome","Windows","652x357","Desktop","Agent3592",4996,0,0
"subj001",1,25,"ink_naming_cong","red",NA,NA,"205.223.235.231",83.6348849069327,41.3103093579412,"Chrome","Windows","781x252","Desktop","Agent9448",1589,0,0
"subj001",1,26,"word_reading_cong","green","green",641,"209.115.188.58",-61.2009611260146,-158.01647384651,"Chrome","Windows","321x72","Desktop","Agent5958",5875,0,0
"subj001",1,27,"word_reading_incong","yellow","yellow",683,"202.170.19.148",13.5428370907903,-33.7480481900275,"Chrome","Windows","124x600","Desktop","Agent9299",1112,0,0
"subj001",1,28,"ink_naming_incong","blue","blue",965,"193.199.233.24",-14.2574017960578,-142.1849729307,"Chrome","Windows","552x20","Desktop","Agent2659",5016,0,0
"subj001",1,29,"word_reading_cong","red","red",583,"223.110.69.104",-67.9626524727792,-35.0979837030172,"Chrome","Windows","424x497","Desktop","Agent9769",5771,0,0
"subj001",1,30,"ink_naming_incong","red","red",1006,"219.135.178.223",-24.4286626763642,-15.9564285725355,"Chrome","Windows","612x521","Desktop","Agent1306",3739,0,0
"subj001",1,31,"ink_naming_cong","green","green",1105,"210.142.231.113",89.7707087220624,44.8722887132317,"Chrome","Windows","345x321","Desktop","Agent2293",2726,0,0
"subj001",1,32,"ink_naming_incong","yellow","yellow",1090,"207.96.183.14",53.6195327667519,-151.612099176273,"Chrome","Windows","992x482","Desktop","Agent8854",3940,0,0
"subj001",1,33,"word_reading_cong","blue","blue",779,"193.20.85.71",-27.026727902703,-56.8862191401422,"Chrome","Windows","969x450","Desktop","Agent5491",769,0,0
"subj001",1,34,"word_reading_incong","green","green",872,"216.177.115.21",78.6558698443696,-171.472935341299,"Chrome","Windows","580x436","Desktop","Agent4374",947,0,0
"subj001",1,35,"ink_naming_incong","blue","blue",1131,"200.104.43.253",38.375528245233,-57.0540821738541,"Chrome","Windows","481x478","Desktop","Agent3746",8395,0,0
"subj001",1,36,"ink_naming_cong","red",NA,NA,"214.235.171.213",-0.856121680699289,102.010040385649,"Chrome","Windows","175x149","Desktop","Agent3576",9123,0,0
"subj001",1,37,"word_reading_cong","blue","blue",525,"196.80.57.164",56.2041651131585,86.8356834445149,"Chrome","Windows","688x200","Desktop","Agent1646",2943,0,0
"subj001",1,38,"word_reading_cong","green","green",618,"217.236.161.59",27.8878580639139,113.821599315852,"Chrome","Windows","307x648","Desktop","Agent6530",7442,0,0
"subj001",1,39,"ink_naming_cong","blue","blue",1006,"197.111.69.49",-25.0657414225861,-159.99720624648,"Chrome","Windows","880x482","Desktop","Agent4676",7944,0,0
"subj001",1,40,"word_reading_incong","green","green",750,"209.185.73.7",-5.05232063122094,-125.455126455054,"Chrome","Windows","883x480","Desktop","Agent6518",3120,0,0
"subj001",1,41,"word_reading_cong","green","red",624,"208.60.105.115",17.7043870138004,55.11814115569,"Chrome","Windows","1014x583","Desktop","Agent2340",3450,0,0
"subj001",1,42,"word_reading_incong","red","red",988,"218.32.134.211",40.7159696007147,-38.5959622822702,"Chrome","Windows","301x47","Desktop","Agent2315",1058,0,0
"subj001",1,43,"ink_naming_incong","blue","blue",1104,"203.60.106.35",-25.9200484212488,-113.841457720846,"Chrome","Windows","662x208","Desktop","Agent3656",5599,0,0
"subj001",1,44,"ink_naming_cong","yellow","yellow",1006,"206.244.16.168",15.5661209765822,-133.774935649708,"Chrome","Windows","453x715","Desktop","Agent9373",2280,0,0
"subj001",1,45,"word_reading_cong","red","red",765,"193.150.39.74",2.98864582087845,-133.597319182009,"Chrome","Windows","575x193","Desktop","Agent9442",5237,0,0
