"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj022",1,1,"ink_naming_incong","yellow","yellow",1096,"220.92.237.33",28.3685934031382,-50.5625212099403,"Chrome","Windows","360x632","Desktop","Agent4671",5595,0,0
"subj022",1,2,"word_reading_cong","green","green",706,"214.190.20.177",25.706395721063,-107.698384607211,"Chrome","Windows","979x578","Desktop","Agent8847",9080,0,0
"subj022",1,3,"ink_naming_incong","blue","blue",1235,"213.204.13.175",31.757652964443,56.0582689102739,"Chrome","Windows","955x745","Desktop","Agent9529",5985,0,0
"subj022",1,4,"ink_naming_incong","red","red",1229,"215.11.82.142",64.7757251048461,145.317774033174,"Chrome","Windows","893x56","Desktop","Agent2676",4738,0,0
"subj022",1,5,"word_reading_cong","green","green",782,"221.163.140.254",-59.6678878599778,-141.402895096689,"Chrome","Windows","498x265","Desktop","Agent4067",4565,0,0
"subj022",1,6,"word_reading_cong","red","red",630,"198.96.196.255",-73.7287503713742,126.966053349897,"Chrome","Windows","613x2","Desktop","Agent7512",9370,0,0
"subj022",1,7,"ink_naming_incong","yellow","yellow",1044,"205.255.61.201",-61.8397561926395,147.100603496656,"Chrome","Windows","549x109","Desktop","Agent9349",6852,0,0
"subj022",1,8,"ink_naming_incong","yellow","yellow",1125,"203.13.194.114",-54.4461770122871,100.423710728064,"Chrome","Windows","342x623","Desktop","Agent8289",5556,0,0
"subj022",1,9,"ink_naming_incong","yellow","blue",1040,"202.92.137.72",-45.0001339847222,-56.4317070879042,"Chrome","Windows","918x761","Desktop","Agent9167",2387,0,0
"subj022",1,10,"word_reading_incong","red","green",632,"217.189.145.76",30.5240753246471,146.307792970911,"Chrome","Windows","710x229","Desktop","Agent2164",3917,0,0
"subj022",1,11,"word_reading_cong","yellow","yellow",741,"210.3.191.163",56.6346485540271,90.525890076533,"Chrome","Windows","629x445","Desktop","Agent2737",8216,0,0
"subj022",1,12,"word_reading_incong","blue","blue",775,"198.50.88.208",-67.0968690980226,100.820742035285,"Chrome","Windows","277x346","Desktop","Agent8884",5356,0,0
"subj022",1,13,"ink_naming_cong","green","yellow",352,"218.60.96.124",35.6399648124352,0.530433654785156,"Chrome","Windows","982x300","Desktop","Agent9928",8549,0,0
"subj022",1,14,"word_reading_cong","red","red",596,"215.77.215.168",-13.8412965880707,-118.527318863198,"Chrome","Windows","557x278","Desktop","Agent6845",7323,0,0
"subj022",1,15,"word_reading_incong","red","red",697,"193.233.234.45",0.532320505008101,-54.9545235559344,"Chrome","Windows","849x504","Desktop","Agent6920",4427,0,0
"subj022",1,16,"word_reading_cong","red","red",641,"198.138.151.171",1.24382376205176,52.4274105113,"Chrome","Windows","962x567","Desktop","Agent2712",1408,0,0
"subj022",1,17,"ink_naming_incong","green","green",1045,"202.102.219.220",9.34359291102737,-5.88819201104343,"Chrome","Windows","702x501","Desktop","Agent8707",631,0,0
"subj022",1,18,"ink_naming_incong","blue",NA,NA,"205.172.8.216",67.481011133641,141.50668409653,"Chrome","Windows","332x67","Desktop","Agent7062",7815,0,0
"subj022",1,19,"ink_naming_incong","blue","blue",986,"197.237.212.174",71.7029222426936,-26.6267244145274,"Chrome","Windows","936x612","Desktop","Agent6654",4438,0,0
"subj022",1,20,"word_reading_incong","yellow","yellow",1635,"200.61.98.6",-30.4218723066151,-10.7498928252608,"Chrome","Windows","130x579","Desktop","Agent8526",5397,0,0
"subj022",1,21,"ink_naming_incong","yellow","yellow",1217,"203.86.236.186",-62.5615968089551,-164.735039714724,"Chrome","Windows","648x558","Desktop","Agent8409",1933,0,0
