"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj020",1,1,"word_reading_incong","blue","blue",4357,"221.152.34.1",-3.42642336152494,-55.0961453653872,"Chrome","Windows","162x180","Desktop","Agent6724",8974,0,0
"subj020",1,2,"ink_naming_incong","red","red",1147,"203.154.41.24",-77.3663705354556,108.498077597469,"Chrome","Windows","41x515","Desktop","Agent5611",2049,0,0
"subj020",1,3,"ink_naming_cong","red","red",1047,"223.87.195.90",64.3690035212785,-96.3716487027705,"Chrome","Windows","81x453","Desktop","Agent1794",6526,0,0
"subj020",1,4,"ink_naming_incong","red","red",1234,"208.33.20.232",81.9509049877524,-122.594813900068,"Chrome","Windows","625x460","Desktop","Agent4956",8920,0,0
"subj020",1,5,"ink_naming_cong","green","green",1100,"194.13.207.193",-58.6227530892938,88.3393222745508,"Chrome","Windows","525x95","Desktop","Agent5534",2783,0,0
"subj020",1,6,"word_reading_cong","green","green",965,"215.203.112.51",39.6402053022757,-111.545546231791,"Chrome","Windows","664x394","Desktop","Agent8488",7353,0,0
"subj020",1,7,"word_reading_cong","yellow","yellow",862,"199.35.4.202",-24.3514394480735,-63.177827456966,"Chrome","Windows","27x159","Desktop","Agent4694",2439,0,0
"subj020",1,8,"ink_naming_incong","blue","blue",1021,"197.132.137.240",11.3839149847627,-45.3290290106088,"Chrome","Windows","638x106","Desktop","Agent1301",6040,0,0
"subj020",1,9,"word_reading_incong","yellow","yellow",589,"198.136.113.15",-10.9495838731527,-36.9625755306333,"Chrome","Windows","188x440","Desktop","Agent8130",7029,0,0
"subj020",1,10,"word_reading_cong","red","red",653,"198.133.137.98",-45.6540212128311,-114.777393098921,"Chrome","Windows","47x12","Desktop","Agent7622",4662,0,0
"subj020",1,11,"ink_naming_incong","blue","blue",1159,"215.28.247.133",6.54536561574787,-15.9245202597231,"Chrome","Windows","853x157","Desktop","Agent3441",463,0,0
"subj020",1,12,"word_reading_cong","green","green",638,"203.9.129.24",-46.0286416159943,171.54105624184,"Chrome","Windows","784x31","Desktop","Agent4585",1338,0,0
