"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj003",1,1,"word_reading_cong","green","green",746,"210.20.168.105",-88.9712497126311,118.650769041851,"Chrome","Windows","252x639","Desktop","Agent7769",7551,0,0
"subj003",1,2,"word_reading_cong","green","green",596,"198.77.241.42",-52.2973299119622,178.585416628048,"Chrome","Windows","51x345","Desktop","Agent8717",1639,0,0
"subj003",1,3,"word_reading_incong","blue","blue",753,"204.77.102.73",32.8315364895388,-99.724583979696,"Chrome","Windows","528x209","Desktop","Agent1510",2572,0,0
"subj003",1,4,"word_reading_cong","yellow","yellow",822,"214.211.176.1",44.9648697674274,123.052315944806,"Chrome","Windows","209x683","Desktop","Agent2152",8573,0,0
"subj003",1,5,"word_reading_incong","yellow","yellow",610,"217.137.114.79",-36.8202502699569,178.34400197491,"Chrome","Windows","520x80","Desktop","Agent5163",2952,0,0
"subj003",1,6,"ink_naming_cong","yellow","yellow",1111,"213.49.80.25",34.4963454036042,49.6667225752026,"Chrome","Windows","994x607","Desktop","Agent8947",4480,0,0
"subj003",1,7,"ink_naming_incong","yellow","yellow",996,"220.24.212.67",16.0309464577585,-82.6616751216352,"Chrome","Windows","844x543","Desktop","Agent1393",2656,0,0
"subj003",1,8,"word_reading_cong","blue","blue",680,"223.239.85.227",12.4605408590287,-160.493368143216,"Chrome","Windows","908x717","Desktop","Agent2183",6844,0,0
"subj003",1,9,"ink_naming_cong","yellow","yellow",1134,"199.57.87.141",54.8581221560016,31.411513807252,"Chrome","Windows","690x440","Desktop","Agent3685",1066,0,0
"subj003",1,10,"ink_naming_incong","yellow","yellow",1154,"218.185.24.166",29.9927217559889,-88.9227098599076,"Chrome","Windows","295x321","Desktop","Agent1237",137,0,0
"subj003",1,11,"word_reading_cong","red","red",768,"205.12.159.129",-3.14673522021621,142.547237109393,"Chrome","Windows","44x130","Desktop","Agent6654",5267,0,0
"subj003",1,12,"word_reading_incong","red","red",708,"218.82.34.162",18.1971574667841,80.7453209348023,"Chrome","Windows","494x659","Desktop","Agent9057",1617,0,0
"subj003",1,13,"ink_naming_incong","yellow","yellow",1071,"215.50.50.248",61.8816665466875,136.044873632491,"Chrome","Windows","922x115","Desktop","Agent6979",4680,0,0
"subj003",1,14,"word_reading_incong","green","green",852,"198.68.251.26",88.6680133268237,-25.4413665644825,"Chrome","Windows","126x240","Desktop","Agent9451",9143,0,0
"subj003",1,15,"ink_naming_incong","yellow","yellow",1185,"217.156.114.98",-57.8992804745212,126.482352325693,"Chrome","Windows","797x480","Desktop","Agent5970",1345,0,0
"subj003",1,16,"word_reading_cong","yellow","yellow",651,"200.101.192.15",32.4007988255471,30.9204497840255,"Chrome","Windows","265x48","Desktop","Agent4766",5839,0,0
"subj003",1,17,"word_reading_cong","yellow","yellow",574,"205.76.89.222",1.88137994147837,-108.856178317219,"Chrome","Windows","1020x380","Desktop","Agent8789",4361,0,0
"subj003",1,18,"word_reading_incong","yellow","yellow",751,"212.6.117.75",-45.7587867043912,-31.9964657071978,"Chrome","Windows","1003x624","Desktop","Agent3828",8033,0,0
"subj003",1,19,"ink_naming_cong","green","green",961,"211.5.223.65",-61.7396706528962,-147.949996814132,"Chrome","Windows","522x727","Desktop","Agent2432",2508,0,0
"subj003",1,20,"ink_naming_incong","red","red",1222,"220.142.65.86",62.9787756549194,-137.402065526694,"Chrome","Windows","111x384","Desktop","Agent7437",9519,0,0
"subj003",1,21,"ink_naming_incong","blue","blue",1250,"222.110.122.175",72.4668358219787,151.516369627789,"Chrome","Windows","617x77","Desktop","Agent4226",9547,0,0
"subj003",1,22,"ink_naming_incong","yellow","yellow",1335,"206.136.167.30",36.6808033967391,137.743590027094,"Chrome","Windows","246x647","Desktop","Agent5274",1841,0,0
"subj003",1,23,"ink_naming_incong","blue","blue",1151,"209.193.121.240",51.4405062887818,-8.02622482180595,"Chrome","Windows","566x121","Desktop","Agent2668",1268,0,0
"subj003",1,24,"ink_naming_incong","red","red",1166,"212.27.191.155",-10.5726314568892,63.862029472366,"Chrome","Windows","576x192","Desktop","Agent8789",6136,0,0
"subj003",1,25,"ink_naming_cong","red","green",960,"222.165.49.179",-70.0955457100645,36.1839692294598,"Chrome","Windows","25x461","Desktop","Agent8045",1212,0,0
"subj003",1,26,"word_reading_incong","red","red",649,"209.56.243.51",17.3543479666114,-120.103963483125,"Chrome","Windows","690x660","Desktop","Agent6570",673,0,0
"subj003",1,27,"word_reading_incong","blue","blue",484,"219.157.135.211",43.3321563340724,63.4935755096376,"Chrome","Windows","786x755","Desktop","Agent8036",358,0,0
"subj003",1,28,"word_reading_incong","green","green",600,"210.222.137.68",-62.5794299365953,16.8058695830405,"Chrome","Windows","712x421","Desktop","Agent7578",539,0,0
"subj003",1,29,"word_reading_cong","blue","blue",764,"209.193.93.160",29.3755351938307,-165.562781654298,"Chrome","Windows","114x701","Desktop","Agent8737",2062,0,0
"subj003",1,30,"word_reading_incong","green","green",885,"209.14.171.98",-58.9608489722013,-162.738088248298,"Chrome","Windows","256x571","Desktop","Agent5947",9804,0,0
"subj003",1,31,"word_reading_cong","blue","blue",561,"194.248.147.41",43.7257449002936,-17.6468533370644,"Chrome","Windows","824x420","Desktop","Agent5213",8120,0,0
"subj003",1,32,"ink_naming_incong","blue","blue",1225,"200.44.202.206",89.9499107105657,24.3464719969779,"Chrome","Windows","185x740","Desktop","Agent1103",6648,0,0
"subj003",1,33,"word_reading_cong","blue","blue",657,"211.167.241.93",87.2390097705647,113.188084261492,"Chrome","Windows","797x648","Desktop","Agent4637",1281,0,0
"subj003",1,34,"word_reading_cong","red","red",779,"204.239.186.128",7.32104177121073,80.6618100218475,"Chrome","Windows","648x670","Desktop","Agent7373",3664,0,0
"subj003",1,35,"ink_naming_incong","red","red",1324,"223.102.207.209",-52.0247449306771,73.3306494075805,"Chrome","Windows","20x33","Desktop","Agent6023",2115,0,0
"subj003",1,36,"ink_naming_incong","yellow","yellow",1054,"208.189.156.8",35.1333143468946,70.1254667993635,"Chrome","Windows","502x412","Desktop","Agent2248",3897,0,0
"subj003",1,37,"word_reading_incong","green","green",512,"193.25.60.237",19.2968243546784,142.159390775487,"Chrome","Windows","692x603","Desktop","Agent8585",5808,0,0
"subj003",1,38,"ink_naming_incong","green","green",1120,"204.139.238.57",-11.5155847091228,-82.0499321445823,"Chrome","Windows","302x347","Desktop","Agent6478",3440,0,0
"subj003",1,39,"ink_naming_incong","yellow","yellow",1219,"195.132.55.174",52.5204846309498,-61.0655528213829,"Chrome","Windows","1008x229","Desktop","Agent1906",5999,0,0
"subj003",1,40,"ink_naming_incong","red","red",1245,"216.75.58.255",-59.4785939762369,-155.172858713195,"Chrome","Windows","777x203","Desktop","Agent5738",2580,0,0
"subj003",1,41,"ink_naming_incong","red","red",1199,"218.35.138.121",-10.7847754564136,-10.9182975813746,"Chrome","Windows","13x39","Desktop","Agent4315",4589,0,0
"subj003",1,42,"word_reading_incong","yellow","yellow",707,"215.104.47.41",-74.1374253993854,166.294985571876,"Chrome","Windows","853x598","Desktop","Agent7362",2980,0,0
"subj003",1,43,"ink_naming_cong","blue","blue",1307,"214.249.51.46",-26.9548262190074,5.57825471274555,"Chrome","Windows","1005x61","Desktop","Agent9916",867,0,0
