"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj002",1,1,"word_reading_incong","green","green",622,"220.2.42.224",-56.1674949573353,104.166863327846,"Chrome","Windows","363x146","Desktop","Agent5282",5014,0,0
"subj002",1,2,"word_reading_incong","yellow","yellow",828,"194.20.75.167",11.965378546156,-24.0028005558997,"Chrome","Windows","89x267","Desktop","Agent9545",2785,0,0
"subj002",1,3,"ink_naming_cong","yellow",NA,NA,"221.56.208.112",11.3060782430694,-101.773232929409,"Chrome","Windows","683x265","Desktop","Agent3858",7446,0,0
"subj002",1,4,"word_reading_incong","yellow","yellow",433,"194.195.104.132",-27.2486484283581,-167.875374052674,"Chrome","Windows","470x706","Desktop","Agent3198",9474,0,0
"subj002",1,5,"word_reading_incong","yellow","yellow",714,"214.154.239.24",-83.3005181327462,-14.9018212873489,"Chrome","Windows","907x234","Desktop","Agent6228",675,0,0
"subj002",1,6,"ink_naming_incong","blue","blue",1204,"201.188.72.255",-63.7380259204656,-143.714375300333,"Chrome","Windows","734x123","Desktop","Agent7440",8195,0,0
"subj002",1,7,"word_reading_incong","blue","blue",886,"194.98.166.6",70.4257370810956,34.4455438200384,"Chrome","Windows","90x568","Desktop","Agent9997",5924,0,0
"subj002",1,8,"word_reading_cong","green","green",560,"193.225.124.236",0.97939663566649,-41.8875654134899,"Chrome","Windows","81x40","Desktop","Agent2250",4342,0,0
"subj002",1,9,"word_reading_incong","red","red",699,"203.175.39.6",54.5107703050599,38.8539085630327,"Chrome","Windows","284x250","Desktop","Agent8911",6820,0,0
"subj002",1,10,"ink_naming_cong","red","red",791,"215.77.183.244",-1.09699268359691,39.1145354602486,"Chrome","Windows","14x558","Desktop","Agent5473",4827,0,0
"subj002",1,11,"word_reading_cong","green","green",749,"212.236.150.188",59.9346021562815,-176.623902255669,"Chrome","Windows","168x378","Desktop","Agent8684",5530,0,0
"subj002",1,12,"ink_naming_cong","red","red",1121,"208.56.255.49",0.0300687365233898,26.837226273492,"Chrome","Windows","603x181","Desktop","Agent9080",927,0,0
"subj002",1,13,"word_reading_cong","blue","red",710,"214.49.5.193",24.8876175563782,117.214533453807,"Chrome","Windows","438x65","Desktop","Agent6137",7815,0,0
"subj002",1,14,"word_reading_cong","red","red",771,"199.31.120.10",-27.5885348534212,-127.024310929701,"Chrome","Windows","770x447","Desktop","Agent1003",8086,0,0
"subj002",1,15,"ink_naming_incong","green","green",1058,"221.221.41.210",-43.0584294442087,133.154436601326,"Chrome","Windows","381x487","Desktop","Agent6285",1938,0,0
"subj002",1,16,"ink_naming_cong","blue","blue",1110,"203.133.85.48",-40.0933117512614,124.751959294081,"Chrome","Windows","656x283","Desktop","Agent2552",1964,0,0
"subj002",1,17,"word_reading_cong","red","red",696,"195.78.18.73",54.4741684617475,-86.1623693536967,"Chrome","Windows","275x353","Desktop","Agent1118",3638,0,0
"subj002",1,18,"ink_naming_cong","blue","blue",1020,"221.227.44.7",58.098585116677,6.51277958415449,"Chrome","Windows","438x713","Desktop","Agent3556",6793,0,0
"subj002",1,19,"word_reading_cong","green","green",707,"220.180.239.93",-4.26263211295009,-136.688490556553,"Chrome","Windows","233x538","Desktop","Agent3006",9075,0,0
"subj002",1,20,"ink_naming_cong","blue","blue",1047,"212.1.190.132",-10.2673162752762,-49.1549451928586,"Chrome","Windows","559x621","Desktop","Agent3414",9042,0,0
"subj002",1,21,"ink_naming_cong","blue","blue",1048,"205.67.51.172",55.3907258016989,-25.2869814634323,"Chrome","Windows","722x148","Desktop","Agent9383",7982,0,0
"subj002",1,22,"ink_naming_incong","blue","blue",1234,"204.239.160.207",79.2804682720453,38.1260463036597,"Chrome","Windows","354x459","Desktop","Agent2185",4452,0,0
"subj002",1,23,"ink_naming_cong","yellow","yellow",1081,"196.42.115.78",51.4624778972939,129.44677054882,"Chrome","Windows","891x692","Desktop","Agent3518",5182,0,0
"subj002",1,24,"ink_naming_incong","blue","blue",1306,"212.219.40.81",-50.9706160845235,109.12031496875,"Chrome","Windows","136x712","Desktop","Agent6348",6712,0,0
"subj002",1,25,"ink_naming_incong","yellow","yellow",1223,"205.55.50.140",-36.0879427101463,-98.6981075350195,"Chrome","Windows","812x218","Desktop","Agent2975",4916,0,0
"subj002",1,26,"word_reading_cong","red","red",369,"209.128.164.71",-84.1328260302544,81.515240482986,"Chrome","Windows","542x257","Desktop","Agent9783",5388,0,0
"subj002",1,27,"ink_naming_incong","yellow","yellow",959,"194.201.12.173",-56.0048829764128,5.80380938015878,"Chrome","Windows","339x57","Desktop","Agent7401",6100,0,0
"subj002",1,28,"word_reading_cong","green",NA,NA,"203.78.181.244",-11.4387578191236,-55.4151669703424,"Chrome","Windows","980x519","Desktop","Agent8504",2280,0,0
"subj002",1,29,"word_reading_cong","blue","blue",548,"203.98.161.102",-56.7109159519896,-126.094662230462,"Chrome","Windows","338x639","Desktop","Agent7173",8808,0,0
"subj002",1,30,"ink_naming_incong","yellow","yellow",1256,"214.179.79.111",57.4381619738415,-137.236445322633,"Chrome","Windows","1002x533","Desktop","Agent3647",2205,0,0
"subj002",1,31,"word_reading_cong","blue","blue",594,"202.57.243.152",-82.0906386477873,107.796904155985,"Chrome","Windows","960x187","Desktop","Agent2165",3861,0,0
"subj002",1,32,"ink_naming_incong","red","red",1100,"206.242.25.70",-10.9782274346799,110.128721958026,"Chrome","Windows","696x378","Desktop","Agent4845",8811,0,0
"subj002",1,33,"word_reading_cong","green","green",795,"214.0.34.202",76.4615495782346,-121.100561292842,"Chrome","Windows","544x83","Desktop","Agent6694",4355,0,0
