"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj012",1,1,"ink_naming_cong","green","green",876,"220.41.228.101",16.4466821076348,-3.89530811458826,"Chrome","Windows","254x8","Desktop","Agent6752",1648,0,0
"subj012",1,2,"ink_naming_incong","red","red",1301,"206.123.75.42",46.1931150080636,-118.596268314868,"Chrome","Windows","664x102","Desktop","Agent6156",670,0,0
"subj012",1,3,"word_reading_cong","red","red",599,"221.234.251.152",-2.70192132331431,-14.4629429932684,"Chrome","Windows","116x392","Desktop","Agent2363",1046,0,0
"subj012",1,4,"ink_naming_cong","yellow","yellow",1195,"203.6.159.164",-67.987706400454,-23.2568803243339,"Chrome","Windows","665x448","Desktop","Agent4699",8714,0,0
"subj012",1,5,"word_reading_cong","green","green",724,"215.173.49.82",10.183168631047,3.03474046289921,"Chrome","Windows","449x158","Desktop","Agent5696",9405,0,0
"subj012",1,6,"word_reading_incong","red","red",738,"202.156.104.184",-52.9242698242888,-135.010207984596,"Chrome","Windows","109x290","Desktop","Agent7182",5499,0,0
"subj012",1,7,"ink_naming_cong","green","green",139,"216.113.48.206",-67.9439586913213,-154.457069328055,"Chrome","Windows","597x216","Desktop","Agent9978",6326,0,0
"subj012",1,8,"word_reading_cong","green","green",755,"220.104.108.227",-60.2433463325724,-122.832485530525,"Chrome","Windows","858x123","Desktop","Agent8164",3558,0,0
"subj012",1,9,"word_reading_incong","yellow","yellow",600,"217.223.8.87",-74.7906101401895,119.179688422009,"Chrome","Windows","425x718","Desktop","Agent1202",5629,0,0
"subj012",1,10,"word_reading_cong","blue","blue",179,"210.252.51.191",-49.2660366743803,116.094970526174,"Chrome","Windows","595x138","Desktop","Agent3231",2217,0,0
"subj012",1,11,"word_reading_cong","red","red",796,"208.64.231.245",-55.3479100344703,163.994215680286,"Chrome","Windows","554x675","Desktop","Agent1820",8380,0,0
"subj012",1,12,"ink_naming_incong","green","green",1303,"198.105.137.94",28.6094665853307,-124.446887774393,"Chrome","Windows","259x457","Desktop","Agent1543",7000,0,0
"subj012",1,13,"ink_naming_incong","blue","blue",1247,"215.245.37.254",18.9501928444952,-119.400994637981,"Chrome","Windows","483x296","Desktop","Agent1757",6358,0,0
"subj012",1,14,"word_reading_incong","red","red",633,"222.20.137.45",-85.0338186370209,-93.844807734713,"Chrome","Windows","954x43","Desktop","Agent4546",3569,0,0
"subj012",1,15,"ink_naming_incong","blue","blue",1369,"202.77.160.234",-81.4476546831429,-1.35648764669895,"Chrome","Windows","858x614","Desktop","Agent2661",9062,0,0
"subj012",1,16,"ink_naming_cong","blue","blue",1052,"200.226.11.115",38.6085676588118,-174.135519806296,"Chrome","Windows","473x684","Desktop","Agent4788",2533,0,0
"subj012",1,17,"word_reading_incong","red","red",766,"212.19.214.211",-13.4735028259456,150.086552146822,"Chrome","Windows","474x57","Desktop","Agent8832",8337,0,0
