"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj009",1,1,"word_reading_cong","blue","blue",568,"196.47.37.244",-26.917253206484,166.859153369442,"Chrome","Windows","36x393","Desktop","Agent4110",8060,0,0
"subj009",1,2,"ink_naming_cong","red","red",976,"194.247.2.193",56.5529819531366,143.306568386033,"Chrome","Windows","29x627","Desktop","Agent6923",465,0,0
"subj009",1,3,"word_reading_incong","red","red",593,"205.62.220.0",-86.929310685955,-135.153962904587,"Chrome","Windows","629x656","Desktop","Agent3188",5131,0,0
"subj009",1,4,"word_reading_cong","red","red",587,"202.159.44.234",-79.9061938142404,129.596653813496,"Chrome","Windows","896x682","Desktop","Agent3108",6321,0,0
"subj009",1,5,"word_reading_cong","red","red",669,"199.186.184.27",-84.3975347466767,60.4549273196608,"Chrome","Windows","896x500","Desktop","Agent5333",3695,0,0
"subj009",1,6,"ink_naming_cong","red","red",974,"200.80.180.2",-51.691070124507,-25.2617780026048,"Chrome","Windows","816x628","Desktop","Agent1684",6486,0,0
"subj009",1,7,"word_reading_cong","blue","blue",723,"207.164.78.190",-33.1560661364347,141.9183370471,"Chrome","Windows","690x606","Desktop","Agent3213",6679,0,0
"subj009",1,8,"ink_naming_cong","blue","blue",1088,"223.150.66.18",-51.0678011504933,-49.2921159602702,"Chrome","Windows","841x601","Desktop","Agent5103",12,0,0
"subj009",1,9,"word_reading_incong","green","green",667,"222.108.75.198",89.9417120777071,-118.800816088915,"Chrome","Windows","807x119","Desktop","Agent9400",6643,0,0
"subj009",1,10,"word_reading_incong","yellow","yellow",748,"198.160.178.176",-18.47038035281,-141.827875021845,"Chrome","Windows","279x224","Desktop","Agent2524",8866,0,0
"subj009",1,11,"ink_naming_incong","yellow","yellow",1314,"214.214.129.20",-16.672297292389,-3.30303638242185,"Chrome","Windows","501x523","Desktop","Agent4283",8741,0,0
"subj009",1,12,"word_reading_cong","red","red",557,"200.172.202.114",-40.1187999872491,-147.142976615578,"Chrome","Windows","248x722","Desktop","Agent6841",7338,0,0
"subj009",1,13,"word_reading_incong","green","green",716,"200.0.178.142",-56.3717601355165,63.6094730067998,"Chrome","Windows","39x116","Desktop","Agent8660",447,0,0
"subj009",1,14,"ink_naming_incong","green","green",855,"221.182.123.87",23.2453161478043,86.9224049616605,"Chrome","Windows","526x109","Desktop","Agent8001",9848,0,0
"subj009",1,15,"ink_naming_incong","red","red",1045,"222.211.182.165",-10.0187825784087,-162.245595026761,"Chrome","Windows","283x111","Desktop","Agent1402",2702,0,0
"subj009",1,16,"word_reading_cong","blue","blue",621,"197.226.83.202",-11.642731432803,-78.1449821591377,"Chrome","Windows","769x413","Desktop","Agent9644",3033,0,0
"subj009",1,17,"ink_naming_incong","green","green",1131,"218.182.247.185",-29.4753673905507,-48.2863073609769,"Chrome","Windows","717x494","Desktop","Agent2736",4552,0,0
"subj009",1,18,"word_reading_cong","green","blue",750,"215.38.124.95",-61.1954462528229,84.5028298068792,"Chrome","Windows","857x204","Desktop","Agent2957",441,0,0
"subj009",1,19,"word_reading_incong","blue","blue",759,"219.177.110.130",66.5061289910227,22.7834260929376,"Chrome","Windows","792x135","Desktop","Agent5019",6491,0,0
"subj009",1,20,"ink_naming_cong","red","red",1115,"216.15.169.3",-57.7596033085138,26.4583561196923,"Chrome","Windows","919x734","Desktop","Agent1265",5672,0,0
"subj009",1,21,"ink_naming_incong","blue","blue",1188,"200.3.98.32",71.9212674256414,102.917797481641,"Chrome","Windows","226x589","Desktop","Agent5370",3710,0,0
"subj009",1,22,"ink_naming_incong","red","red",1147,"208.155.61.194",-57.5484829070047,40.1235324516892,"Chrome","Windows","301x16","Desktop","Agent6009",7702,0,0
"subj009",1,23,"ink_naming_cong","blue","blue",919,"223.57.56.78",-19.246729533188,132.857189336792,"Chrome","Windows","221x159","Desktop","Agent8694",4729,0,0
"subj009",1,24,"ink_naming_incong","yellow","yellow",1249,"218.44.167.156",37.3707689763978,-114.484181553125,"Chrome","Windows","625x678","Desktop","Agent2872",8709,0,0
